kind,url,exactTitle,photographyApplicable,family,model,assignedFiles,interiorCount,exteriorCount,mismatchesFound,correctionsMade,missingVerifiedPhotography,missingReason,staticResult,httpStatus,runtimeResult,finalResult,errors,liveResult
"page","/service-areas/maine/midcoast/cities/","Midcoast, Maine Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maine/southern-coast/","Southern Coast, Maine Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","true","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous gallery used non-ADA combination units for an ADA title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maine/southern-coast/cities/","Southern Coast, Maine Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maine/western-lakes-and-mountains/","Western Lakes and Mountains, Maine Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maine/western-lakes-and-mountains/cities/","Western Lakes and Mountains, Maine Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/","Maryland Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/capital-region/","Capital Region, Maryland Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/capital-region/cities/","Capital Region, Maryland Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/central-maryland/","Central Maryland, Maryland Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/central-maryland/cities/","Central Maryland, Maryland Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/eastern-shore/","Eastern Shore, Maryland Emergency Basecamp Shower Trailer Rental","true","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous shower gallery mixed shower containers with shower trailers.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/eastern-shore/cities/","Eastern Shore, Maryland Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/southern-maryland/","Southern Maryland, Maryland Institutional Facility Shower and Restroom Combination Trailer For Rent","true","shower-restroom-combination","model-10","/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-6-stall-shower-restroom-trailer-entry-steps.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-sink-vanity-interior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-6-stall-shower-restroom-trailer-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-luxury-shower-restroom-combination-trailer-6-stall-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-private-shower-stall.png","2","3","Previous gallery combined different sizes/stall configurations.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/southern-maryland/cities/","Southern Maryland, Maryland Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/western-maryland/","Western Maryland, Maryland Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/maryland/western-maryland/cities/","Western Maryland, Maryland Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/","Massachusetts Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/berkshires/","Berkshires, Massachusetts Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/berkshires/cities/","Berkshires, Massachusetts Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/central-massachusetts/","Central Massachusetts, Massachusetts Emergency Basecamp Shower Trailer Rental","true","shower-trailer","model-21","/media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","1","5","Previous shower gallery mixed shower containers with shower trailers.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/central-massachusetts/cities/","Central Massachusetts, Massachusetts Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/greater-boston/","Greater Boston, Massachusetts Institutional Facility Shower and Restroom Combination Trailer For Rent","true","shower-restroom-combination","model-10","/media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-6-stall-shower-restroom-trailer-entry-steps.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-sink-vanity-interior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-6-stall-shower-restroom-trailer-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/22ft-luxury-shower-restroom-combination-trailer-6-stall-exterior.png | /media/equipment-drive/luxury-shower-restroom-combination-trailers/22ft-luxury-shower-restroom-combination-trailer-6-stalls/luxury-shower-restroom-trailer-private-shower-stall.png","2","3","Previous gallery combined different sizes/stall configurations.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/greater-boston/cities/","Greater Boston, Massachusetts Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/north-shore/","North Shore, Massachusetts Accessible Commercial Site ADA Shower and Restroom Combination Trailer Leasing","true","ada-combination","client-labelled-ada-reference","/images/catalog/restroom-trailers-960.webp","0","1","Previous gallery used non-ADA combination units for an ADA title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/north-shore/cities/","North Shore, Massachusetts Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/south-shore-and-cape-cod/","South Shore and Cape Cod, Massachusetts Workforce Camp Laundry Temporary Facilities Long-Term Rental","true","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous laundry gallery mixed trailer and container form factors.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/massachusetts/south-shore-and-cape-cod/cities/","South Shore and Cape Cod, Massachusetts Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/","Michigan Workforce Camp Laundry Temporary Facilities Long-Term Rental","true","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous laundry gallery mixed trailer and container form factors.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/mid-michigan/","Mid Michigan, Michigan Workforce Housing Sleeper Bunk-Bed Facility Leasing","true","sleeper-trailer","april-two-stall-sleeper","/media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/sleeper-trailer-2-stalls/sleeper-trailer-2-stall-sleeping-room.png","2","0","Previous multi-image sleeper gallery lacked reliable image-to-configuration association.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/mid-michigan/cities/","Mid Michigan, Michigan Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/northern-lower-peninsula/","Northern Lower Peninsula, Michigan Construction Project Kitchen Emergency Trailer Rental","true","mobile-kitchen","model-12","/media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png","4","1","Previous gallery pooled standard, bulk and combination kitchens of different sizes.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/northern-lower-peninsula/cities/","Northern Lower Peninsula, Michigan Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/southeast-michigan/","Southeast Michigan, Michigan Remote Operations Man Camp Temporary Facilities Rental","true","unspecified","","/media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-bunk-bed-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-mobile-accommodation-bunk-room-interior.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-accommodation-unit-exterior-side-view.png | /media/equipment-drive/sleeper-and-accommodation/20ft-accommodation-contractor/20ft-portable-accommodation-unit-base-camp.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/portable-commercial-kitchen-trailer-interior.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-commercial-kitchen-entry-view.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-prep-counter.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/commercial-six-burner-gas-range.png | /media/equipment-drive/mobile-kitchens/24ft-mobile-kitchen/mobile-kitchen-trailer-exterior-service-window.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/mobile-shower-trailer-wash-station.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/multi-station-shower-trailer-exterior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/private-shower-trailer-stall-interior.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-exterior-with-private-shower-stall.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-rear-exterior-view.png | /media/equipment-drive/shower-trailers/20-ft-shower-trailer-5-stalls-with-handwashing-sink/shower-trailer-sink-and-mirror-area.png","7","8","Previous fallback displayed mixed equipment despite an unspecified title.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/southeast-michigan/cities/","Southeast Michigan, Michigan Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/upper-peninsula/","Upper Peninsula, Michigan Workforce Camp Laundry Temporary Facilities Long-Term Rental","true","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous laundry gallery mixed trailer and container form factors.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/upper-peninsula/cities/","Upper Peninsula, Michigan Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/west-michigan/","West Michigan, Michigan Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/michigan/west-michigan/cities/","West Michigan, Michigan Facility Rental Locations","false","unspecified","","","0","0","","Restored original navigation layout; no photo section is intended or missing.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/minnesota/","Minnesota Workforce Camp Laundry Temporary Facilities Long-Term Rental","true","laundry-unspecified","","/media/equipment-drive/laundry-trailers-and-containers/30ft-laundry-trailer-10-washer-dryer/mobile-laundry-trailer-commercial-washers-dryers.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 1.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7 units 2.png | /media/equipment-drive/laundry-trailers-and-containers/20ft-laundry-container/Laundry Container 7units.png","4","0","Previous laundry gallery mixed trailer and container form factors.","Replaced pooled selection with a single verified title-matched model; shared carousel and full-image controls.","false","","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
"page","/service-areas/minnesota/central-minnesota/","Central Minnesota, Minnesota Commercial Food Service Commercial Kitchen Modular Building For Rent","true","kitchen-modular","","","0","0","Previous gallery supplied kitchen trailers for a modular-building title.","Removed unsafe/ambiguous fallback, or added explicit verified-photography pending state.","true","No matching verified photography exists for the title's equipment/configuration.","PASS","200","Representative browser checks recorded separately","PASS","","NOT DEPLOYED / UNVERIFIED"
